FireDepartmentName,SubstationName/PhysicalCity,PhysicalAddress1,County,Latitude,Longitude
Simpsonville VFD,Gilmer,10282 FM 556,Upshur,32.860278,-95.069722
Sinton Vol. Fire Dept.,Sinton,301 E Market,San Patricio,28.037863,-97.507915
Sipe Springs VFD,Comanche,4417 HWY 1477,Comanche,31.966617,-98.747464
Sisterdale VFD,Boerne,1207 Sisterdale Rd,Kendall,29.9761,-98.7212
Six Mile Community VFD,Port Lavaca,34 Royal Road,Calhoun,28.681717,-96.682993
"Six Mile Vol. Fire dept., Inc.",Hemphill,9200 State Hwy 87 S,Sabine,31.250256,-93.779911
Skellytown Volunteer Fire Dept,Skellytown,204 4th Street,Carson,35.5726,-101.1725
Skidmore VFD,Skidmore,423 E. Refugio St.,Bee,28.257836,-97.682761
Slaton Fire Department,Slaton,200 South 8th Street,Lubbock,33.436729,-101.642395
Slocum VFD,Elkhart,5710 E. State Hwy 294,Anderson,31.63085,-95.46244
Smith Point VFD ,Anahuac,309 Plummer Camp Rd,Chambers,29.764849,-94.682941
Smithland VFD,Jefferson,8247 State Hwy 49 E.,Marion,32.812093,-94.17429
Smithville VFD Inc,Smithville,319 NW Loop 230,Bastrop,30.009595,-97.162447
Smyer Volunteer Fire Department,Smyer,202 Lincoln Street,Hockley,33.586168,-102.164205
Snook VFD,Snook,10201 FM 2155,Burleson,30.491161,-96.465549
Snyder Volunteer Fire Dept.,Snyder,1911 27th Street,Scurry,32.715367,-100.919183
Socorro VFD Inc,Socorro,11440 North loop,El Paso,31.633007,-106.250748
Somervell County Fire Department,Glen Rose,111 Shepard St.,Somervell,32.23865,-97.751567
Somerville VFD,Somerville,742 Memory Lane,Burleson,30.345952,-96.529879
Sonora VFD,Sonora,510 South Concho Ave,Sutton,30.5687,-100.644
South Anderson County Vol. Emergency Corp. Inc.,Elkhart,413 Hwy 287 South,Anderson,31.635104,-95.578003
South Brazos County FD,College Station Tx,20665 State Highway 6 S,Brazos,30.5058,-96.1955
South Coleman County VFD,Voss,153 PR 3320,Coleman,31.61872,-99.566687
South Ector County VFD,Odessa,4454 W. APPLE,Ector,31.6742,-102.371
South Franklin County Volunteer Fire Department,Scroggins,264 HWY 3357,Franklin,33.0137,-95.18388
South Hays Fire Department,San Marcos,3528 Hunter Road,Hays,29.833,-97.9952
South Houston Fire Dept.,South Houston,506 Georgia,Harris,29.666291,-95.238548
South Lee County VFD,Giddings,4240 FM 448,Lee,30.099755,-96.971745
South Montgomery County FD,Conroe,27900 Robinson Road,Montgomery,30.128476,-95.448674
South Nacogdoches County Volunteer Fire Department,Nacogdoches,4780 US Hwy 59 South,Nacogdoches,31.5326,-94.6947
South Newton County ESD No.1,ORANGE,700 HWY 12 EAST,Newton,30.27999,-93.775686
South Padre Island Fire Department,South Padre Island,106 West Retama Street,Cameron,26.1108,-97.1701
South Polk County Volunteer Fire Department & ACE,Ace,3036 FM 2610,Polk,30.51867,-94.82598
South Shore VFD,Ore City,449 FLEETWOOD,Marion,32.795467,-94.646883
South Sulfur VFD,Sulphur Spring,275 CR 4743,Hopkins,33.2647,-95.70155
South Van Zandt VFD Inc,Eustace,3442 FM 1256,Van Zandt,32.398392,-95.853376
Southeast Caldwell County Volunteer Fire Dept.,Luling,1330 Harwood Rd.,Caldwell,29.737438,-97.572552
Southeast VFD,Houston,10510 Scarsdale Blvd,Harris,29.580978,-95.217304
Southern Brooks VFD,Encino,7225 S. Hwy 281,Brooks,26.885686,-98.135585
Southern Oaks VFD,Streetman,120 Southern Oaks Drive,Freestone,31.9425,-96.169722
Southlake Fire Department,Southlake,600 State St,Tarrant,32.948,-97.1338
Southmayd FD,Southmayd,4605 Elementary Drive,Grayson,33.629318,-96.771014
Southside Place Fire Department,Houston,6309 Edloe Ave,Harris,29.714645,-95.433473
Southside VFD,Athens,9630 FM 59,Henderson,32.119833,-95.904354
Southwest Bell County Volunteer Fire Department,Killeen,258 Triple 7 Trail,Bell,30.989167,-97.77167
Sparta VFD,Belton,6308.0,Bell,31.1103,-97.5257
Spearman Volunteer Fire Department,Spearman,513 S. Hazelwood,Hansford,36.19195,-101.18945
Speegleville Vol. Fire Dept.,Waco,139 N. Speegleville RD,McLennan,31.551239,-97.270675
Spicewood Fire Rescue,Spicewood,9805 HWY 71 East,Burnet,30.457972,-98.156972
Spring Creek FD,Weatherford,6300 Granbury Hwy,Parker,32.662906,-97.772514
Spring Fire Department,Spring,656 E. Louetta Road,Harris,30.0714,-95.4236
Springlake Volunteer Fire Department,Springlake,114 W HWY 70,Lamb,34.2322,-102.3057
Springtown Volunteer Fire Department Inc,Springtown,215 GOSHEN RD,Parker,32.965667,-97.683
Spur Volunteer Fire Department,Spur,101 Burlington,Dickens,33.474,-100.8563
Spurger VFD,Spurger,111 CR 4433,Tyler,30.691551,-94.176006
St. Lawrence VFD,Garden City,2750 fm 2401 ,Glasscock,31.697483,-101.560817
Stafford Fire Department,Stafford,10210 Mula Rd.,Fort Bend,29.6331,-95.5582
Stamford VFD,Stamford,201 E McHarg,Jones,32.945469,-99.801455
Star VFD,Star ,US Hwy 84 / FM 1047 North,Mills,31.474829,-98.31938
Station 70 VFD,Granbury,3410 Hilltop Rd,Hood,32.489655,-97.842399
Steele Creek VFD,Morgan,1336 FM 1713,Bosque,32.004167,-97.44194
Stephenville Fire Dept.,Stephenville,1301 Pecan Hill Drive,Erath,32.213877,-98.243853
Sterling County VFD,Sterling City,610 3rd Street,Sterling,31.835455,-100.98842
Stinnett VFD,Stinnett,731 S. Main,Hutchinson,35.8241,-101.44253
Stockdale VFD,Stockdale,111 State Highway 123 North,Wilson,29.235667,-97.95993
Stoneburg VFD,Bowie,217 Blue St.,Montague,33.6705,-97.9063
Stonewall VFD,Aspermont,123 East 1st Street,Stonewall,33.1439,-100.2268
Stonewall VFD,Stonewall,14854 US 290 E.,Gillespie,30.2362,-98.6578
Stratford Fire Department,Stratford,101 N Pearl,Sherman,36.335919,-102.070603
Strawn VFD,Strawn,612 Grant Ave,Palo Pinto,32.552139,-98.497819
Streetman VFD,Streetman,219 E Main St,Freestone,31.87753,-96.32484
Sudan Fire and EMS,Sudan,100 Hornet Drive,Lamb,34.0667,-102.5242
Sugar Hill Volunteer Fire Department,Mt. Pleasant,60 CR 3925,Titus,33.349433,-94.9512
Sugar Land Fire-EMS,Sugar Land,10405 Corporate Dr.,Fort Bend,29.632834,-95.600574
Sullivan City Vol. Fire Dept.,Sullivan City,500 S Cenizo Dr,Hidalgo,26.2686,-98.5611
Sulphur Bluff VFD,Sulphur Bluff,11865 HWY 71 E,Hopkins,33.33265,-95.398367
Sulphur Springs Fire Dept.,Sulphur Springs,627 Church Street,Hopkins,33.143879,-95.600531
Sundown Volunteer Fire Department,Sundown,702 S. Slaughter,Hockley,33.456281,-102.489381
Sunnyside Vol. Fire Department,Dimmitt,628 Hwy 385,Castro,34.3477,-102.3042
Sunnyvale FD,Sunnyvale,404 Tower Place,Dallas,32.8153,-96.5916
Sunray Fire Department,Sunray,910 Main Street,Moore,36.01408,-101.82469
Sunrise Beach VFD,Sunrise Beach,200 Sunrise Dr.,Llano,30.589185,-98.424643
Sunset Volunteer Fire Department Inc,Sunset,118 HWY 101 North,Montague,33.453,-97.7667
Surfside Beach VFD,Surfside Beach,202 Fort Velasco Dr.,Brazoria,28.9488,-95.2908
Sweeny Fire and Rescue,Sweeny,222 PECAN street,Brazoria,29.0388,-95.6997
Sweet Home VFD,Sweet Home,7131 FM 531,Lavaca,29.345,-97.0718
Sweetwater Fire Department,Sweetwater,900 E. Broadway,Nolan,32.474256,-100.399676
Swift Shady Grove VFD,Nacogdoches,2409 FM 2713,Nacogdoches,31.620667,-94.483
Swinney Switch VFD,Mathis,914 FM 3024,Live Oak,28.234193,-97.916396
Taft VFD,Taft,502 VICTORIA,San Patricio,27.982733,-97.39385
Tahoka Volunteer Fire Department,Tahoka,1600 Lockwood,Lynn,33.166472,-101.797455
Talco VFD,TALCO,400 WEST BROAD STREET,Titus,33.3628,-95.1077
Talpa VFD,Talpa,14736 US Hwy 67,Coleman,31.821828,-99.706474
Tanglewood VFD,Lexington,1041 WEST CR 415,Lee,30.495722,-96.988452
Tarkington VFD Inc,Cleveland,22353 HWY 321,Liberty,30.312,-94.9897
Tarpley VFD,Tarpley,264 Valentine Street,Bandera,29.6585,-99.2797
Tatum Volunteer,Tatum,175 STONEWALL ST.,Rusk,32.314874,-94.515613
Tawakoni South VFD,Quinlan,10407 fm 429,Hunt,32.8528,-96.066667
Tawakoni VFD,West Tawkoni,951 East HWY 276  ,Hunt,32.9,-96.02
Taylor Volunteer Fire Department,Taylor,701 Carlos G Parker Blvd.,Williamson,30.587205,-97.442444
Taylortown VFD,Pattonville,21348 FM 1497,Lamar,33.456583,-95.45225
Teague VFD,Teague,400 Cedar St,Freestone,31.62788,-96.28359
Tehuacana VFD,Tehuacana,203 S. RAILROAD St. ,Limestone,31.742134,-96.545905
Telephone VFD,Telephone,14370 E. FM 273,Fannin,33.780967,-96.025517
Telico Vol. Fire Dept.,Ennis,8527 FM 1181,Ellis,32.375833,-96.513889
Temple Fire & Rescue,Temple,210 North 3rd St.,Bell,31.099916,-97.342285
Tenaha VFD,Tenaha,101 Wall St.,Shelby,31.943667,-94.244167
Tennessee Colony VFD,Tennessee Colony,1624 SPUR 324 #1649,Anderson,31.83108,-95.83038
Terlingua Fire & EMS,Terlingua,23250 FM 170,Brewster,29.3267,-103.5506
Terrell County VFD,Sanderson,105 E Oak Street,Terrell,30.143205,-102.392284
Terrell Hills FD,San Antonio,5100 N. New Braunfels,Bexar,29.4753,-98.4589
Terrell Volunteer Fire Dept.,Terrell,200 S.Frances,Kaufman,32.736128,-96.27874
Texarkana Fire Dept,Texarkana,220 Texas Blvd.,Bowie,33.421263,-94.045347
Texas City Fire Department,Texas City,1725 25th St N,Galveston,29.4013,-94.9313
Texhoma V F D,Texhoma,1008 S. 6th st.,Sherman,36.4951,-101.7888
Texline VFD,Texline,519 South 2nd,Dallam,36.372591,-103.016496
The Colony FD,The Colony,4900 Blair Oaks,Denton,33.0805,-96.8857
The Shady Grove Vol Fire Dept,Woodville,636 CR 2050,Tyler,30.77011,-94.48881
The Volunteer Fire Department of Jones Creek Inc.,Jones Creek,220 Peach Point Road,Brazoria,28.976,-95.4739
The Woodlands Fire Department ,77380.0,9951 Grogans Mill Rd,Montgomery,30.1614,-95.4707
Thomas Lake Rd. VFD,Huntsville,46 Thomas Lake Rd.,Walker,30.8567,-95.3462
Thomaston VFD,Thomaston,106 Center Street,DeWitt,28.995,-97.155
Thompsons VFD,Thompsons,134 Thompson Oil Field Rd,Fort Bend,29.4964,-95.5854
Thorndale VFD,Thorndale,105 N. Main St ,Milam,30.614746,-97.206347
Thornton VFD,Thornton,1001 North Marshall,Limestone,31.410879,-96.575265
Thrall VFD Inc,Thrall,204 Main Street,Williamson,30.588964,-97.298337
Three Oaks VFD,Floresville,7147 FM 1344,Wilson,29.0118,-98.1042
Three Rivers Volunteer,Three Rivers,Drawer 70,Live Oak,28.472659,-98.178962
Throckmorton VFD,Throckmorton,116 E Chestnut,Throckmorton,33.179167,-99.178333
Thunderbird Volunteer Fire Dept,Pittsburg,469 CR 2603,Camp,33.054086,-95.048478
Tierra Linda VFD,Kerrville,406 OAK ALLEY,Gillespie,30.145499,-99.152157
Tigertown VFD,Sumner,35 FM 2352,Lamar,33.711196,-95.80652
Tiki Island Volunteer Fire Department,Tiki Island,747 Tiki Drive,Galveston,29.298235,-94.907335
Timber Lakes Volunteer Fire Dept.,Spring,3434 Royal Oaks Dr,Montgomery,30.1398,-95.4939
Timbercreek Canyon Village Fire Department,Amarillo,201 S Timbercreek Dr.,Randall,35.06258,-101.8125
Timpson VFD,Timpson,305 Jacob St.,Shelby,31.906667,-94.398
Tioga Volunteer Fire Department,Tioga,601 MAIN STREET,Grayson,33.467533,-96.914183
Tira VFD,Sulphur Springs,2030 FM 1536,Hopkins,33.327117,-95.5575
Tivoli VFD,Tivoli,401 Crocket,Refugio,28.45787,-96.887889
Todd Mission VFD,Todd Mission,21718 FM 1774,Grimes,30.260309,-95.830679
Tolar VFD,Tolar,9003 U.S. HWY 377 W,Hood,32.388333,-97.922667
Toledo Bend VFD,Burkeville,255 & Evergreen ,Newton,31.147534,-93.60385
Tom Bean Volunteer Firefighters,Tom Bean,101 Garner Street,Grayson,33.520643,-96.485049
Tomball Fire Department,Tomball,1200 Rudel,Harris,30.093333,-95.616667
Tool Volunteer Fire Department Inc,Tool,525 S Tool Dr.,Henderson,32.27708,-96.17788
Tow VFD,Tow,17608 RANCH ROAD 2241,Llano,30.887644,-98.472732
Town of Darrouzett Volunteer Fire Department,Darrouzett,306 Kiowa,Lipscomb,36.4453,-100.3266
Town of Laguna Vista Vol. Fire Department ,Laguna Vista ,235 Santa Isabel,Cameron,26.0975,-97.2884
Travis County ESD 1,Lago Vista,20624 FM1431,Travis,30.4924,-97.9219
Travis County Fire Rescue ESD #11,Del Valle ,9019 Elroy Rd,Travis,30.122041,-97.633095
Trent VFD,Trent,118 S. MAIN,Taylor,32.487617,-100.122167
Trenton Fire Department,Trenton,404 W Saunders St.,Fannin,33.4299,-96.3437
Tres Palacios Oaks,Palacios,5855 fm 2853,Matagorda,28.829,-96.145
Tri Lakes VFD,Pittsburg,75 County Road 2850,Titus,33.068409,-95.107025
Tri-Community VFD,Fentress,109 LUCKET STREET,Caldwell,29.756058,-97.776389
Tri-County VFD,Hockley,29144 FM 1488,Waller,30.162231,-95.892514
Trinidad VFD,Trinidad,217 E. Front St,Henderson,32.14571,-96.08919
Trinity Vol Fire Department,Trinity,203 Elm,Trinity,30.945833,-95.373833
Trophy Club Fire Department,Trophy Club,295 Trophy Club Drive,Denton,32.997053,-97.187345
Troup Volunteer Fire Department,Troup,204 Wilkinson Drive,Smith,32.1377,-95.1203
Trout Creek VFD,Call,17400 Hwy 87 South,Newton,30.616,-93.8112
Troy VFD,Troy,201 E Main,Bell,31.205556,-97.301111
Tucker VFD,Palestine,7660 S US Hwy 79,Anderson,31.7051,-95.7176
Tulia Volunteer Fire Dept.,Tulia,203 N Maxwell,Swisher,34.53903,-101.76458
Turkey VFD,Turkey,304 main st,Hall,34.391385,-100.903971
Turnersville Fire Department,Gatesville,8200 FM 182,Coryell,31.615556,-97.736389
Turtle Creek VFD,Kerrville,290 Upper Turtle Creek Rd.,Kerr,29.974791,-99.220464
Tynan VFD,Tynan,201 FM 796,Bee,28.169,-97.7565
Uncertain VFD,Karnack,199 Cypress Drive,Harrison,32.7083,-94.1203
Union High VFD,Dawson,10000 FM 638,Navarro,31.84203,-96.59964
Union Valley Volunteer Fire Department,Royse City,7965 FM 1565,Hunt,32.929383,-96.2506
Universal City FD,Universal City,2160 Universal City Blvd.,Bexar,29.557249,-98.308562
University Park Fire Dept.,University Park,3800 University Blvd,Dallas,32.836878,-96.793828
Upton County Emergency Services Dist. #2,McCamey,400 S. Burleson,Upton,31.134076,-102.22364
Utopia Vol. Fire Rescue,Utopia,485 Main St,Uvalde,29.615339,-99.527477
UT-Southwestern Fire Safety,Dallas,1931 Chattanooga Place,Dallas,32.816913,-96.848727
Uvalde  Fire Department,Uvalde,123 S GETTY ST,Uvalde,29.20795,-99.78595
Val Verde County Fire Department,Del Rio,1690 Cienegas Rd,Val Verde,29.357833,-100.923333
Valentine VFD,Valentine,301 California Ave.,Jeff Davis,30.580329,-104.492089
Valera VFD,Valera,Corner of Anson St and 3rd Street,Coleman,31.751213,-99.535888
Valley Mills VFD,Valley Mills,107 4th st,Bosque,31.666111,-97.475
Valley Spring VFD,Valley Spring,11671 W. Hwy 71,Llano,30.85209,-98.81594
Valley View VFD,Valley View,100 S. Pecan Creek Trail,Cooke,33.488417,-97.164204
Van Alstyne Fire Department,Van Alstyne,280 N PRESTON Ave,Grayson,33.42285,-96.576883
Van Horn VFD,Van Horn,P.O Box 1399,Culberson,31.039883,-104.830783
"Van Vleck VFD, Inc.",Van Vleck,117 6th St N,Matagorda,29.017701,-95.892642
Van Volunteer Fire Department,Van,150 South Maple,Van Zandt,32.52393,-95.63736
Van Zandt Midway VFD,Ben Wheeler,4573 State Hwy 64,Van Zandt,32.39164,-95.55045
Vanderbilt VFD,Vanderbilt,1.0,Jackson,28.823142,-96.617567
Vanderpool VFD,Vanderpool,32647 State Hwy 187,Bandera,29.746969,-99.557869
Vashti VFD,Bellevue,6081 FM 1288 South,Clay,33.5555,-98.0416
Vega Fire Rescue,Vega,900 Roberts,Oldham,35.24813,-102.42735
Venus Fire Department ,Venus,101 W. 3rd St.,Johnson,32.432633,-97.102627
Vernon FD,Vernon,4109 Wilbarger St.,Wilbarger,34.151424,-99.311317
Victoria County Fire Department,Victoria,25 N Hangar Drive,Victoria,28.85,-96.92
Victoria Fire Department,Victoria,1703 E. Airline,Victoria,28.821,-96.9869
View VFD,Abilene,108 Grand Ave. (CR 293),Taylor,32.342308,-99.887817
Vigo Park VFD,Tulia,8907 FM 146,Swisher,34.653361,-101.50437
Village Fire Dept.,Houston,901 Corbindale,Harris,29.783,-95.513
Voca VFD,Voca,FM 1851,McCulloch,31.010685,-99.182656
Volente FD,Volente,15406 FM 2769,Travis,30.435641,-97.90417
Votaw Thicket VFD,Thicket,27917 HWY 787,Hardin,30.395764,-94.630261
"Vought Aircraft Industries, Inc.",Dallas,Vought Fire Dept.-MS 49-10,Dallas,32.7835,-96.8001
Waco Fire Department,Waco,1006 N 25th St,McLennan,31.553774,-97.138825
Wadsworth VFD,Wadsworth,20674 FM 521,Matagorda,28.835333,-95.934333
Waelder VFD,Waelder,US HWY 90 WEST,Gonzales,29.692669,-97.300402
Wake Village Fire Dept.,Wake Village,501 Redwater Rd.,Bowie,33.425944,-94.110056
Wall VFD Inc.,WALL,7873 LOOP 570,Tom Green,31.37405,-100.31085
Waller VFD,Waller,612 Walnut St,Waller,30.053928,-95.925171
Wallis VFD,Wallis,111 N. Second Street,Austin,29.631358,-96.065308
Wallisville  V.F.D,Wallisville,546 #9 Rd,Chambers,29.8489,-94.7036
Walnut Springs VFD,walnut springs,112 4TH STREET,Bosque,32.064722,-97.758611
Waring VFD,Boerne,11 Waring Road,Kendall,29.950167,-98.80385
Warren Volunteer Fire Department,Warren,CR 1550,Tyler,30.60912,-94.40523
Washburn Volunteer Fire Dept,Claude,301 Duncan,Armstrong,35.17393,-101.5706
Washington VFD,Washington,15505 Hwy 105,Washington,30.3042,-96.2054
"Waskom VFD/EMS Services, Inc.",Waskom,185 East Texas Avenue,Harrison,32.481606,-94.101802
Watauga Fire Department,Watauga,5909 Hightower,Tarrant,32.874568,-97.253756
"Water Valley VFD, Inc.,",Water Valley,17667 Booth St. ,Tom Green,31.668258,-100.716786
Waterwood VFD,Huntsville,24520 Pecan Lane,San Jacinto,30.821944,-95.245278
Waxahachie Fire Department,Waxahachie,407 Water St.,Ellis,32.3872,-96.85
Wayland Volunteer Fire Department,Breckenridge,10276 FM  1852,Stephens,32.609987,-98.82878
Wayside Emergency Team,Wayside,3407 CR 5,Armstrong,34.79377,-101.54682
Weatherford FD,WEATHERFORD,202 W. Oak St.,Parker,32.7576,-97.7995
Webb County VFD,Laredo,7210 E. Saunders,Webb,27.5352,-99.4284
Webster Fire Department,Webster,18300 Hwy 3,Harris,29.533502,-95.114831
Weches VFD,Grapeland,19638 SH 21 east,Houston,31.323678,-95.134217
Weesatche Volunteer Fire Dept,Weesatche,67 Firehouse Road,Goliad,28.847529,-97.44863
Weimar VFD,Weimar,210 East Main St.,Colorado,29.7023,-96.7785
Weinert Volunteer fire department,Weinert,300 S Hilmar St,Haskell,33.320551,-99.67545
Weir VFD Inc,Weir,450 FM 1105,Williamson,30.673333,-97.585333
Welch VFD,Welch,104 Juniper St,Dawson,32.917869,-102.165691
Weldon VFD,Lovelady,11397  FM  230,Houston,31.024528,-95.574778
Wellington Fire Dept.,Wellington,1504 8TH STREET,Collingsworth,34.85927,-100.206984
Wellman Volunteer Fire Department,Wellman,506 6th Street,Terry,33.04555,-102.422949
Wells Vol. Fire Dept.,Wells,159 Homer Ave.,Cherokee,31.487423,-94.941213
Weslaco Fire Department,Weslaco,119 E 5th St,Hidalgo,26.1573,-97.9899
West Carlisle Volunteer Fire Department Inc.,Lubbock,121 INLER AVE,Lubbock,33.597052,-102.008851
West Columbia Vol. Fire Dept.,West Columbia,314 East Clay St,Brazoria,29.141729,-95.648366
West Harrison VFD,Longview,2656 South Access Road,Harrison,32.45831,-94.67687
West Lake Limestone VFD,Thornton,6614 FM 937,Limestone,31.3904,-96.42873
West Mountain VFD,Gilmer,7613 Pacal Rd,Upshur,32.6214,-94.92053
West Odessa Volunteer fire department,Odessa,2757 N. TRIPP AVE.,Ector,31.8478,-102.430717
West Orange Fire Dept,Orange,2700 Austin St.,Orange,30.084722,-93.760833
West Shelby County VFD,Center,CR 1180,Shelby,31.701644,-94.302497
West Shore VFD,Clifton,323 CR 1743,Bosque,31.866389,-97.398333
West Tawakoni VFD,West Tawakoni,625 E hwy 276,Hunt,32.903078,-96.029154
West University Place Fire Department,Houston,3800 University Blvd,Harris,29.715049,-95.438014
West Valley FD,Vinton,510 E. VINTON,El Paso,31.9568,-106.5896
West VFD,West,111 S Reagan,McLennan,31.80277,-97.100833
Westbrook Volunteer Fire Dept.,Westbrook,103 Bryan St,Mitchell,32.3599,-101.0142
Westfield Fire Department,Houston,4105 Lauder,Harris,29.911868,-95.334739
Westhoff VFD,Westhoff,10881 U.S. 87,DeWitt,29.194964,-97.471183
Westlake FD,Austin,"1295 Capital of Texas Hwy, South",Travis,30.278873,-97.820033
Westlake Fire Dept,Houston,19636 Saums Rd,Harris,29.800394,-95.715606
Westlake Fire EMS Department,Westlake,2900 Dove Rd.,Tarrant,32.978021,-97.206053
Westminster VFD,Anna,311 E. Houston St,Collin,33.362783,-96.4626
Weston Fire Department,Weston,203 Main St,Collin,33.346801,-96.668605
Westphalia Volunteer Fire Dept.,Lott,729 State Hwy 320,Falls,31.121054,-97.115399
Westside VFD,Chandler,2540 Norris Drive,Henderson,32.21442,-95.50699
Westside VFD,Palestine,514 ACR 425,Anderson,31.75634,-95.71658
Wharton Volunteer Fire Department,Wharton,319 N. Fulton St.,Wharton,29.313103,-96.099246
Wheeler VFD,Wheeler,200 East 6th,Wheeler,35.4432,-100.2713
Wheelock VFD,Wheelock,12347 S. FM 46,Robertson,30.892595,-96.380554
White Bluff On Lake Whitney,Whitney TX,20016 Misty Valley Cr,Hill,32.0289,-97.3994
White Deer Volunteer Fire Department,White Deer,208 S. Omohundro,Carson,35.434178,-101.174206
White Oak VFD,White Oak,301 S White Oak RD,Gregg,32.5295,-94.8621
White Settlement FD,White Settlement,8308 Hanon Dr,Tarrant,32.758029,-97.460211
White Tail Ridge VFD,Woodville,1204 CR 2200,Tyler,30.793762,-94.562389
Whiteface Volunteer Fire Department,Whiteface,105 West 2nd Street,Cochran,33.5998,-102.6146
Whitehall Community VFD,NAVASOTA,2200 FM 2988,Grimes,30.303246,-95.975411
Whitehouse FD,Whitehouse,303 East Main St,Smith,32.226672,-95.22248
Whitehouse VFC,Troup,20510 Hwy 110 South,Smith,32.179,-95.1942
Whitesboro FD,Whitesboro,206 W Main St,Grayson,33.655739,-96.907878
Whitewright VFD,Whitewright,206 W. Grand ST.,Grayson,33.513126,-96.394278
Whitney Fire Dept.,Whitney,115 W. JEFFERSON AVE.,Hill,31.952222,-97.325278
Whitsett,Whitsett,631 FM 99,Live Oak,28.6332,-98.2774
Whitton VFD,canton,2665 CR 2404,Van Zandt,32.498272,-95.991033
Wichita East VFD,Wichita Falls,2070 State Highway 79 North,Wichita,33.9119,-98.4229
Wichita Falls Fire Dept,Wichita Falls,1005 Bluff Street,Wichita,33.90672,-98.49532
Wichita West VFD,Wichita Falls,7622 SEYMOUR HWY,Wichita,33.8625,-98.6265
Wickett VFD,Wickett,101 W 3rd,Ward,31.5687,-103.0008
Wild Peach VFD,Brazoria,4172 Cr 353,Brazoria,29.080106,-95.629798
Wildorado VFD,Wildorado,5th S. Locust,Oldham,35.209833,-102.199667
Wildwood VFD,Village Mills,204 Button Willow Dr,Hardin,30.5163,-94.4366
Willow City VFD,Willow City,2553 Ranch Road 1323,Gillespie,30.400863,-98.704488
Willow Park Fire/ Rescue,Willow Park,101 Stagecoach Trail,Parker,32.744894,-97.637538
Willowfork Fire Department,Katy, 24655 Westheimer Pkwy,Fort Bend,29.7409,-95.7882
Wills Point Volunteer Fire Department,Wills Point,121 S. 4th Street,Van Zandt,32.70645,-96.007517
