X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-116.61837,46.96813,3168,SHOCK,16916541,2022/05/25 21:11:00+00,3237874A,100606,3687,"THIS SITE IS ON A KNOB, ABOVE A ponderosa pine plantation.
THIS IS A HARSH SITE.
FIRE WX FORECAST ZONE: 102",46.96813,-116.61837,ID,Latah,USFS,01,NEZ PERCE-CLEARWATER,POTLATCH RD,A,13.95 inches,1 mph,125 degrees ,52 deg. F,NO DATA,95 % ,13.8 volts,NO DATA,150 degrees,2 mph,132 w/m2,16916541
-120.14806,38.79472,3169,IRAWS 52 (STRAWBERRY),,2022/03/09 15:33:59+00,,,,,,,,,,,,,,0 inches,1 mph,NO DATA,32 deg. F,NO DATA,78 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19042114
-78.4152799999999,38.8441700000001,3170,FORT VALLEY,17048098,2022/03/15 13:11:00+00,328D87D0,440402,800,valley bottom,38.84417,-78.41528,VA,Shenandoah,USFS,08,G.WASH & JEFFERSON,LEE RD,1,4.57 inches,0 mph,115 degrees ,38 deg. F,35 deg. F ,84 % ,13 volts,20.4 (unk),345 degrees,3 mph,64 w/m2,17048098
-104.03194,37.5425000000001,3171,PINION CANYON,16942127,2022/03/15 13:24:00+00,3241E7CE,056202,5422,,37.5425,-104.03194,CO,Otero,USFS,02,PIKE/SAN ISABE NF,COMANCHE GRASSLANDS,1,.7 inches,10 mph,206 degrees ,37 deg. F,33 deg. F ,37 % ,12.8 volts,7.4 (unk),238 degrees,15 mph,3 w/m2,16942127
-146.64858,66.79092,3172,VUNZIK LAKE,17010217,2022/05/23 19:21:59+00,1260E500,500420,490,Site is a FTS platform mounted on a Handar tripod with a 20,66.79092,-146.64858,AK,Yukon-Koyukuk,FWS,REGION 7,ALASKA FIRE SERVICE,,A,.59 inches,8 mph,58 degrees ,45 deg. F,NO DATA,30 % ,13.9 volts,NO DATA,76 degrees,18 mph,186 w/m2,17010217
-93.3560899999999,36.0673800000001,3173,COMPTON,17123109,2022/08/31 13:23:00+00,FA6507F6,395201,2365,Ridge top South Slope.,36.06738,-93.35609,AR,,NPS,MIDWEST,BUFFALO NR,Buffalo River,A,37.91 inches,1 mph,124 degrees ,66 deg. F,60 deg. F ,68 % ,13 volts,15.8 (unk),138 degrees,4 mph,42 w/m2,17123109
-97.30361,30.2013900000001,3174,BASTROP,17387296,2022/03/24 06:08:00+00,8840D11E,415501,383,,30.20139,-97.30361,TX,Bastrop,S&PF,TEXAS,TEXAS FOREST SERVICE,South,1,6.6 inches,0 mph,108 degrees ,45 deg. F,37 deg. F ,67 % ,13 volts,5.2 (unk),160 degrees,4 mph,0 w/m2,17387296
-88.66306,46.7797200000001,3175,PELKIE,17279517,2022/05/30 01:12:59+00,080085D6,200503,760,,46.77972,-88.66306,MI,Baraga,S&PF,MICHIGAN,DEPT OF NATURAL RES.,UPPER PENINSULA,A,3.31 inches,5 mph,182 degrees ,70 deg. F,NO DATA,72 % ,13 volts,NO DATA,161 degrees,15 mph,54 w/m2,17279517
-113.89406,35.0339700000001,3176,MOSS BASIN,16793392,2022/04/05 18:23:00+00,3258B670,020115,5920,SITE SITS IN 1 MILE ROUND BASIN ON KNOB IN BOTTOM LIPOF BASIN 1500' HIGHER. NO WATER DRAINAGE IN BASIN BOTTOM.TERRAIN HAS THICK MIXED DESERT SHRUB THROUHOUT THE CANYON.,35.03397,-113.89406,AZ,Mohave,BLM,ARIZONA,COLORADO RIVER,WASHINGTON D.C.,1,1.55 inches,7 mph,223 degrees ,71 deg. F,NO DATA,18 % ,13.3 volts,NO DATA,304 degrees,14 mph,879 w/m2,16793392
-108.77714,33.7149400000001,3177,RESERVE,,2022/03/15 13:08:00+00,,,,,,,,,,,,,,0 inches,2 mph,NO DATA,18 deg. F,NO DATA,45 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17700374
-111.20186,43.5399200000001,3178,PINE CREEK PASS,17304616,2022/03/15 13:18:59+00,3285C07C,102401,7332,"open area 55 ft off ridgetop, southwest facing slope",43.53992,-111.20186,ID,Teton,USFS,04,CARIBOU/TARGHEE NF,TETON BASIN RD,1,1.32 inches,14 mph,154 degrees ,31 deg. F,NO DATA,56 % ,13.2 volts,NO DATA,137 degrees,26 mph,0 w/m2,17304616
-141.16372,64.7761800000001,3179,EAGLE,16905003,2022/05/25 21:20:59+00,FA60E3C4,500725,880,SITE IS LOCATED NEXT TO FAA WEATHER STATION ON RIGHT SIDE OFROAD HEADED TO THE AIRPORT. HIDDEN BY SOME BRUSH.,64.77618,-141.16372,AK,Southeast Fairbanks,NPS,ALASKA,YUKON CHARLIE NP,,A,.89 inches,4 mph,42 degrees ,53 deg. F,NO DATA,62 % ,13.7 volts,NO DATA,333 degrees,10 mph,154 w/m2,16905003
-108.38311,39.2380600000001,3180,PINE RIDGE,16807982,2022/07/18 09:35:00+00,32778496,052407,6710,"ROLLING HILLS, VALLEY 15 MI N, ROCKY & BARREN MTNS 25 MI
NNW-NNE, SITE SITS ON ONE OF THREE HIGH POINTS IN AREA.
CHEAT GRASS, SCRUB SAGE AND BURNED PINION IN IMMEDIATE
AREA. UNBURNED PINION 6-8' 100 YDS TO S-SW.
LOWER VALLEYS IN ALL DIRECTIONS, 3 MILES AWAY",39.23806,-108.38311,CO,Mesa,BLM,R7 Upper CO Basin,GRAND JUNCTION,WASHINGTON D.C.,A,3.71 inches,8 mph,150 degrees ,78 deg. F,NO DATA,29 % ,12.8 volts,NO DATA,185 degrees,17 mph,0 w/m2,16807982
-123.48491,39.7023300000001,3181,LAYTONVILLE,17270572,2022/06/24 02:29:00+00,CA2BC302,041019,1820,SIte is located above the Laytonville Fire Station on a knolby water tank.,39.70233,-123.48491,CA,Mendocino,S&PF,CALIFORNIA,CDF,MENDOCINO UNIT,A,45.37 inches,2 mph,323 degrees ,83 deg. F,79 deg. F ,34 % ,13.1 volts,6 (unk),347 degrees,6 mph,41 w/m2,17270572
-105.56278,40.36636,3182,ESTES PARK,17184302,2022/08/31 13:24:00+00,323EE4F0,050507,7892,The site is open Ponderosa pine with grass undersory. The Estes Park station (utility) has been in service since 1976.  Station is located about 300 feet west of the Rocky Mountain National Park Service headquarters building.,40.36636,-105.56278,CO,Larimer,USFS,02,ARAPAHO/ROOSEVELT NF,RMP,A,10.9 inches,3 mph,341 degrees ,59 deg. F,53 deg. F ,37 % ,12.7 volts,12.3 (unk),51 degrees,8 mph,11 w/m2,17184302
-145.25083,66.5700000000001,3183,FT. YUKON,17542940,2022/05/23 18:52:00+00,AAA854B8,500426,465,,66.57,-145.25083,AK,Yukon-Koyukuk,BLM,R11 Alaska,ALASKA FIRE SERVICE,,A,.59 inches,4 mph,27 degrees ,43 deg. F,NO DATA,40 % ,14.1 volts,NO DATA,351 degrees,17 mph,641 w/m2,17542940
-121.79488,41.64297,3184,VAN BREMMER,16956206,2022/03/15 13:31:59+00,324275A2,040243,5303,Mountain top.  Located at the former Van Bremmer lookout,41.64297,-121.79488,CA,Siskiyou,USFS,05,KLAMATH NF,GOOSENEST RD,1,8.94 inches,1 mph,190 degrees ,37 deg. F,35 deg. F ,90 % ,12.9 volts,14.8 (unk),158 degrees,13 mph,0 w/m2,16956206
-105.44919,35.89203,3185,IRAWS 1 (BARTLEY 2),,2022/08/31 13:30:00+00,,,,,,,,,,,,,,17.2 inches,1 mph,NO DATA,49 deg. F,NO DATA,96 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17989332
-104.80528,42.3857800000001,3186,GUERNSEY,18688525,2022/05/05 01:08:00+00,C55AB568,483101,4785,,42.38578,-104.80528,WY,Platte,BLM,WYOMING,CASPER,,A,3.83 inches,10 mph,NO DATA,49 deg. F,NO DATA,71 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18688525
-95.56792,28.86472,3187,SAN BERNARD NWR,,2022/04/04 17:29:00+00,,,,,,,,,,,,,,5.85 inches,10 mph,NO DATA,74 deg. F,NO DATA,86 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17761822
-122.93367,41.59912,3188,QUARTZ HILL,17101608,2022/08/31 13:28:00+00,CA20302E,040239,4225,,41.59912,-122.93367,CA,Siskiyou,S&PF,CALIFORNIA,CDF,SISKIYOU UNIT,A,10.75 inches,1 mph,93 degrees ,68 deg. F,62 deg. F ,40 % ,12.6 volts,4.6 (unk),84 degrees,4 mph,0 w/m2,17101608
-120.97897,39.74719,3189,PNF33 PORTABLE,19605002,2022/03/15 13:08:00+00,327D6636,,5250,,39.74719,-120.97897,CA,Plumas,USFS,05,PLUMAS NF,Feather River RD,1,.82 inches,2 mph,263 degrees ,45 deg. F,45 deg. F ,100 % ,12.5 volts,25.3 (unk),183 degrees,NO DATA,0 w/m2,19605002
-121.54614,48.24294,3190,GOLD HILL,16976432,2022/06/07 17:29:00+00,32407E84,451613,3350,FIRE WX FORECAST ZONE: 658. Western WA FDOP.,48.24294,-121.54614,WA,,USFS,06,MT. BAKER/SNOQUALMIE,Mt Baker RD,A,2.01 inches,3 mph,161 degrees ,34 deg. F,69 deg. F ,54 % ,13.6 volts,17.8 (unk),189 degrees,14 mph,760 w/m2,16976432
-112.56515,37.5477700000001,3191,ASSAY,16944932,2022/08/31 13:12:00+00,32411998,422604,7914,FIRE WX ZONE: 434MIDSLOPE SITE,37.54777,-112.56515,UT,,USFS,04,DIXIE NF,CEDAR CITY RD,A,12.69 inches,2 mph,194 degrees ,58 deg. F,NO DATA,42 % ,12.8 volts,NO DATA,310 degrees,9 mph,2 w/m2,16944932
-118.93599,34.0451100000001,3192,LEO CARRILLO,17191218,2022/03/15 12:56:00+00,CA424178,045447,50,On west slope facing ocean over Leo Carrillo State beach.,34.04511,-118.93599,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,1,.01 inches,3 mph,335 degrees ,55 deg. F,50 deg. F ,77 % ,12.9 volts,17.7 (unk),1 degrees,6 mph,0 w/m2,17191218
-120.85582,36.3825400000001,3193,HERNANDEZ,17094694,2022/08/31 13:07:00+00,CA2341B0,044409,3733,"Top of Ridge running generally north-south; adjacent to repeater site",36.38254,-120.85582,CA,San Benito,S&PF,CALIFORNIA,CDF,SAN BENITO/MONT UNIT,A,8.59 inches,3 mph,124 degrees ,76 deg. F,72 deg. F ,30 % ,12.8 volts,5.1 (unk),129 degrees,7 mph,0 w/m2,17094694
-150.09257,61.4222,3194,PT MAC,17542427,2022/05/05 00:51:00+00,32750776,500973,136,,61.4222,-150.09257,AK,Matanuska-Susitna,S&PF,ALASKA,ALASKA FIRE SERVICE,,A,.01 inches,7 mph,337 degrees ,47 deg. F,NO DATA,69 % ,13.8 volts,NO DATA,327 degrees,14 mph,164 w/m2,17542427
-121.08339,43.8350800000001,3195,TEPEE DRAW,16970288,2022/08/31 13:20:00+00,3235723A,352622,4735,"Site is located on a small knob in a fairly open, large ponderosa pine, sage and grass dominated area. Surrounding topography is mostly flat with small drainages leading north to the Millican Valley, Pine mountain 5 miles east, Horse ridge 4 miles to the north visible from site.",43.83508,-121.08339,OR,Deschutes,USFS,06,DESCHUTES/OCHOCO NF,BEND/FORT ROCK RD,A,2.57 inches,3 mph,213 degrees ,50 deg. F,46 deg. F ,57 % ,12.9 volts,5.8 (unk),214 degrees,5 mph,0 w/m2,16970288
-118.41417,34.6408300000001,3196,GRASS MOUNTAIN,17416741,2022/08/01 21:59:59+00,32880604,045449,4626,Station sits on top of a ridge running W-E. Within the grassMoutain Radio tower area.,34.64083,-118.41417,CA,Los Angeles,USFS,05,ANGELES NF,SCMRRD,A,9.6 inches,21 mph,188 degrees ,82 deg. F,88 deg. F ,37 % ,13.8 volts,6.2 (unk),162 degrees,30 mph,597 w/m2,17416741
-116.48011,33.7687500000001,3197,CATHEDRAL CANYON,16822607,2022/08/31 12:53:00+00,324E02AE,045629,605,,33.76875,-116.48011,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON DC,A,1.77 inches,1 mph,296 degrees ,91 deg. F,NO DATA,23 % ,13.1 volts,NO DATA,241 degrees,4 mph,0 w/m2,16822607
-84.9861099999999,30.02056,3198,SUMATRA,17294122,2022/08/31 12:48:00+00,323A74A8,082002,27,,30.02056,-84.98611,FL,Liberty,USFS,08,NF'S IN FLORIDA,APALACHICOLA,A,53.88 inches,0 mph,5 degrees ,76 deg. F,77 deg. F ,99 % ,13 volts,24.1 (unk),340 degrees,2 mph,41 w/m2,17294122
-115.39092,41.5171100000001,3199,STAG MOUNTAIN,17109291,2022/08/31 13:26:00+00,325BC7EE,260313,6790,"STATION SITS' ON RIDGE 1/3 MILE WEST OF STUD CREEK DRAINAGE.
STUD MTN IS 7-10 DUE SOUTH. MARY'S PEAK IS 16 MILES DUE
NORTH OF STATION. THE INDEPENDENCE MTS ARE DUE WEST 27 MILES",41.51711,-115.39092,NV,Elko,BLM,R10 CA Great Basin,ELKO,WASHINGTON D.C.,A,3.8 inches,4 mph,13 degrees ,65 deg. F,NO DATA,30 % ,13.1 volts,NO DATA,26 degrees,5 mph,3 w/m2,17109291
-114.7365,48.4130000000001,3200,SWANEY,,2022/03/15 12:39:00+00,,,,,,,,,,,,,,5.29 inches,5 mph,NO DATA,34 deg. F,NO DATA,99 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17797659
-109.26136,44.57386,3201,RATTLESNAKE MTN.,16876591,2022/04/01 13:41:00+00,3278A4E8,480212,8401,"SITS NEXT TO RATTLESNAKE MTN. RANGE 1 MILE TO THE SOUTHWESTSTATION IN A SADDLE BEHIND SMALL RIDGE WITH LARGE VALLEY TOTHE NORHT WEST, AREA WAS BURNED IN 1965",44.57386,-109.26136,WY,Park,BLM,WYOMING,WORLAND,WASHINGTON D.C.,1,3.71 inches,0 mph,229 degrees ,18 deg. F,NO DATA,85 % ,12.6 volts,NO DATA,162 degrees,5 mph,7 w/m2,16876591
-120.10081,37.8005200000001,3202,SMITH PEAK (STF),18227736,2022/08/01 20:16:59+00,AAC3A5A6,044115,3871,"RAWS is located next to Smith Peak Lookout on Groveland R.D. The Buck Mdws. RAWS was relocated to Smith Peak, about 1.5 miles to the south of the original site in May 2012.  New site is 700 feet higher.",37.80052,-120.10081,CA,Mariposa,USFS,05,STANISLAUS NF,GROVELAND RD,A,18.04 inches,5 mph,NO DATA,86 deg. F,NO DATA,30 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18227736
-116.19521,43.60378,3203,NWS IWOS 4 (BSU STADIUM),17508894,2022/08/31 12:54:00+00,CA5065FE,,2710,,43.60378,-116.19521,ID,Ada,NWS,,,,A,15.11 inches,0 mph,350 degrees ,65 deg. F,NO DATA,64 % ,12.3 volts,NO DATA,221 degrees,3 mph,0 w/m2,17508894
-105.56278,40.36636,3204,ESTES PARK,17184301,2022/03/15 13:24:00+00,323EE4F0,050507,7892,The site is open Ponderosa pine with grass undersory. The Estes Park station (utility) has been in service since 1976.  Station is located about 300 feet west of the Rocky Mountain National Park Service headquarters building.,40.36636,-105.56278,CO,Larimer,USFS,02,ARAPAHO/ROOSEVELT NF,RMP,1,1.42 inches,8 mph,254 degrees ,37 deg. F,33 deg. F ,22 % ,12.9 volts,7.9 (unk),250 degrees,20 mph,1 w/m2,17184301
-113.17717,42.9858100000001,3205,CRYSTAL,16820542,2022/05/02 22:47:00+00,325140A8,103703,5055,"HIGH ROLLING DESERT INCREASING IN ELEVATION TO THE NORTH.STATION SURROUNDED BY SMALL ROLLING HILLS, MOSTLY N. TO S.LAND COVER IS ENTIRELY SAGEBRUSH AND GRASSES WITH LAVA ROCK.",42.98581,-113.17717,ID,Power,BLM,IDAHO,IDAHO FALLS,WASHINGTON D.C.,A,1.27 inches,20 mph,172 degrees ,61 deg. F,NO DATA,39 % ,13.9 volts,NO DATA,189 degrees,28 mph,620 w/m2,16820542
-111.79794,33.9814700000001,3206,TONTO PORTABLE #1,,2022/02/17 19:08:00+00,,,,,,,,,,,,,,14.18 inches,5 mph,NO DATA,40 deg. F,NO DATA,40 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19005974
-82.34333,30.5419400000001,3207,EDDY TOWER,17047589,2022/08/31 12:57:00+00,32876570,081302,131,,30.54194,-82.34333,FL,Baker,USFS,08,NF'S IN FLORIDA,OLUSTEE,A,42.07 inches,1 mph,185 degrees ,82 deg. F,85 deg. F ,92 % ,13 volts,25.2 (unk),200 degrees,5 mph,176 w/m2,17047589
-98.77,44.24111,3208,HURON,17405225,2022/03/23 04:41:00+00,83787214,393101,1876,Boomsma WPA.  Station located on high spot.  Area coveredwith primarily smooth brome.  No trees.,44.24111,-98.77,SD,Hand,FWS,REGION 6,HURON WMD,,1,.08 inches,16 mph,351 degrees ,29 deg. F,NO DATA,79 % ,13.3 volts,NO DATA,355 degrees,27 mph,0 w/m2,17405225
-102.80944,34.82861,3209,BOOTLEG,17427745,2022/08/31 13:02:59+00,8841F508,418801,4058,,34.82861,-102.80944,TX,Deaf Smith,S&PF,TEXAS,TEXAS FOREST SERVICE,North,A,6.21 inches,7 mph,3 degrees ,66 deg. F,65 deg. F ,92 % ,12.6 volts,24.3 (unk),359 degrees,9 mph,13 w/m2,17427745
-116.20861,43.55972,3210,PRAWS 12,,2022/05/09 04:36:00+00,,,,,,,,,,,,,,0 inches,3 mph,NO DATA,42 deg. F,NO DATA,69 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18910262
-117.94717,34.1261400000001,3211,SANTA FE DAM,17111101,2022/08/31 12:57:00+00,CA4A80C0,045437,500,"Within the Santa Fe Dam Complex, alluvial fan south of Azusa canyon.",34.12614,-117.94717,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,A,2.29 inches,1 mph,74 degrees ,67 deg. F,62 deg. F ,63 % ,12.6 volts,9.8 (unk),232 degrees,3 mph,0 w/m2,17111101
-108.48917,37.19944,3212,CHAPIN,17086766,2022/07/07 14:29:59+00,FA62F546,055704,7126,,37.19944,-108.48917,CO,Montezuma,NPS,INTERMOUNTAIN,MESA VERDE NP,,A,4.01 inches,3 mph,107 degrees ,76 deg. F,86 deg. F ,31 % ,13.5 volts,8.4 (unk),42 degrees,6 mph,352 w/m2,17086766
-112.10806,44.39583,3213,3 MILE,17192229,2022/08/31 13:12:59+00,326F772A,102004,6625,"south facing slope,knob 100 feet in diameter mid slope",44.39583,-112.10806,ID,Clark,USFS,04,CARIBOU/TARGHEE NF,DUBOIS RD,A,9.92 inches,5 mph,1 degrees ,61 deg. F,53 deg. F ,32 % ,13.1 volts,5.1 (unk),343 degrees,9 mph,4 w/m2,17192229
-105.22694,40.5708300000001,3214,REDSTONE,17066027,2022/03/15 12:57:00+00,3335E6FA,050508,6160,FIRE WX ZONE: 215,40.57083,-105.22694,CO,Larimer,USFS,02,ARAPAHO/ROOSEVELT NF,POUDRE FIRE AUTHORIT,1,2.57 inches,1 mph,325 degrees ,34 deg. F,NO DATA,40 % ,12.7 volts,NO DATA,15 degrees,5 mph,0 w/m2,17066027
-81.6199999999999,38.2002800000001,3215,BEE MOUNTAIN,17467675,2022/08/31 13:17:00+00,90005090,463802,1353,,38.20028,-81.62,WV,Kanawha,S&PF,WEST VIRGINIA,NOT APPLICABLE,D5,A,41.89 inches,3 mph,228 degrees ,70 deg. F,NO DATA,90 % ,13.3 volts,NO DATA,224 degrees,7 mph,194 w/m2,17467675
-118.47139,45.1572200000001,3216,CRANE PRAIRIE,16975148,2022/03/15 13:28:59+00,32622430,352305,5500,"STATION SITS ON SOUTHERLY SLOPE WITH A LARGE MEADOW DIRECTLYTO THE SOUTH SITE IS LOCATED RIGHT AT THE CRANE PRARIE GUARDSTATION A TIMBER LINE HILLSIDE RISES TO THE NORTH WITH 35TO 50 FOOT TREES TALL TREES ARE ON THE NORTH, EAST, AND WESTSIDES OF THE STATION. FIRE WX FORECAST ZONE: 632",45.15722,-118.47139,OR,Grant,USFS,06,MALHEUR NF,,1,2.89 inches,4 mph,290 degrees ,35 deg. F,34 deg. F ,94 % ,12.8 volts,22.2 (unk),300 degrees,10 mph,0 w/m2,16975148
-123.21759,47.5491000000001,3217,JEFFERSON CREEK,16985139,2022/08/31 12:36:00+00,32463392,450911,2408,FIRE WX FORECAST ZONE: 652,47.5491,-123.21759,WA,Mason,USFS,06,OLYMPIC NF,HOOD CANAL RD,A,4.75 inches,2 mph,321 degrees ,69 deg. F,65 deg. F ,46 % ,12.8 volts,8.3 (unk),316 degrees,4 mph,0 w/m2,16985139
-73.9,44.2,3218,MT VANHOEVENBERG,,2022/03/15 13:01:00+00,,,,,,,,,,,,,,4.08 inches,3 mph,NO DATA,32 deg. F,NO DATA,92 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17432604
-111.32278,39.3094400000001,3219,JOES VALLEY,17141543,2022/06/17 03:16:00+00,323C376C,421602,8700,Open SW Aspect area in the PJ/Pine to Spruce/Fir Alpinetransition zone.,39.30944,-111.32278,UT,Sanpete,USFS,04,MANTI LA SAL NF,MANTI DIVISION,A,1.68 inches,10 mph,181 degrees ,70 deg. F,66 deg. F ,8 % ,13.1 volts,4.2 (unk),178 degrees,26 mph,10 w/m2,17141543
-80.1417499999999,38.0408600000001,3220,WV-MOF-SZ QD,,2022/03/15 12:45:00+00,,,,,,,,,,,,,,3.56 inches,2 mph,NO DATA,43 deg. F,NO DATA,46 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19482386
-112.05133,39.32944,3221,SEVIER RESERVOIR,16867635,2022/04/01 13:52:00+00,325F81DE,421501,5369,"STATION SITS APPROX. 5 MILES DUE SOUTH OF SEVIER RES.
SITE IS LOCATED ON SOUTHERN MIDSLOP OF SMALL KNOLL,
IN CLEARING BETWEEN JUNIPER TREES.",39.32944,-112.05133,UT,Juab,BLM,UTAH,RICHFIELD,WASHINGTON D.C.,1,1.71 inches,1 mph,65 degrees ,34 deg. F,NO DATA,87 % ,12.9 volts,NO DATA,174 degrees,6 mph,16 w/m2,16867635
-111.28056,41.7533300000001,3222,OTTER CREEK,17339685,2022/05/13 19:46:00+00,3268D5E6,420912,7160,"SITE SITS IN TALL SAGE BRUSH, TWO TO THREE FOOT TALL. ON
SOUTHERN EXPOSURE OF THE MOUNTAIN, 20 FOOT FROM THE TOP.
OTTER CREEK IS TWO AND HALF MILES TO SOUTH EAST. BEAR LAKE
IS 7 MILES TO THE NORTH.",41.75333,-111.28056,UT,Rich,BLM,R7 Upper CO Basin,SALT LAKE,,A,2.05 inches,20 mph,275 degrees ,52 deg. F,NO DATA,31 % ,13.7 volts,NO DATA,251 degrees,32 mph,1138 w/m2,17339685
-111.6055,35.24447,3223,IRAWS 22 (MT. ELDEN),,2022/06/28 10:47:00+00,,,,,,,,,,,,,,0.47 inches,2 mph,NO DATA,57 deg. F,NO DATA,61 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17982338
-103.425,43.9791700000001,3224,BAKER PARK,17277993,2022/06/27 04:36:00+00,32828142,392606,4674,,43.97917,-103.425,SD,Pennington,USFS,02,BLACK HILLS NF,PACTOLA RD,A,6.97 inches,2 mph,299 degrees ,52 deg. F,44 deg. F ,65 % ,13 volts,8.1 (unk),286 degrees,5 mph,0 w/m2,17277993
-110.81861,32.31111,3225,SAGUARO,17064491,2022/03/17 23:47:00+00,3282F7D2,021202,2264,Sonoran desert northwest of Saguaro National Park and southof the Santa Catalina front range in the  mouth of Sabinocanyon,32.31111,-110.81861,AZ,Pima,USFS,03,CORONADO NF,SANTA CATALINA,1,.78 inches,11 mph,308 degrees ,75 deg. F,80 deg. F ,12 % ,13.6 volts,3.2 (unk),303 degrees,18 mph,394 w/m2,17064491
-121.48898,39.73591,3226,JARBO GAP,17375784,2022/06/24 02:13:59+00,CA2B4516,041214,2535,Station is sited on a ridge above the Feather River canyon.Location is onthe edge of a large fire from 2002.,39.73591,-121.48898,CA,Butte,S&PF,CALIFORNIA,CDF,BUTTE UNIT,A,44.5 inches,5 mph,200 degrees ,87 deg. F,88 deg. F ,25 % ,13.7 volts,5.2 (unk),186 degrees,13 mph,291 w/m2,17375784
-74.88972,41.2038900000001,3227,LOCH LOMOND,17347876,2022/08/11 21:45:00+00,FA63A7C0,361802,886,,41.20389,-74.88972,PA,Pike,NPS,NORTHEAST,DELAWARE WATER GAP,,A,26.49 inches,1 mph,325 degrees ,83 deg. F,85 deg. F ,40 % ,13 volts,6 (unk),315 degrees,9 mph,155 w/m2,17347876
-123.71797,44.3324700000001,3228,WILKINSON RIDGE,16860223,2022/03/15 12:57:00+00,324AD1FC,351811,1346,"STATION SITUATED ON SMALL FINGER RIDGE OVERLOOKINGTHE MISSOURI BEND RECREATION SITE ON THE ALSEA RIVER.IMMEDIATE AREA IS REASONABLY NEW PLANTATION.RIDGE RUNS EAST TO WEST OLD BURN MANY STUMPS, SLASH,MIXED FERNS VINES AND GRASSES.",44.33247,-123.71797,OR,Benton,S&PF,OREGON,DEPT OF FORESTRY,,1,48.18 inches,2 mph,196 degrees ,45 deg. F,45 deg. F ,100 % ,13 volts,26.8 (unk),207 degrees,5 mph,0 w/m2,16860223
-120.08698,39.4710900000001,3229,STAMPEDE,16968249,2022/03/15 12:33:00+00,3234B5DE,041310,6207,"LOCATED IN THE CANYON 4 CREEK WATERSHED, ABOUT A MILE EAST OF STAMPEDE FIRE STATION.OPEN PINE FOREST, SOUTHWEST ASPECT",39.47109,-120.08698,CA,Sierra,USFS,05,TAHOE NF,TRUCKEE RD,1,.93 inches,3 mph,143 degrees ,35 deg. F,34 deg. F ,94 % ,12.7 volts,10.9 (unk),166 degrees,11 mph,0 w/m2,16968249
-93.41292,37.1122800000001,3230,WILSON'S CREEK,,2022/03/15 12:54:00+00,,,,,,,,,,,,,,6.08 inches,0 mph,NO DATA,49 deg. F,NO DATA,89 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19487238
-105.68606,33.35017,3231,SMOKEY BEAR,16938033,2022/08/31 12:59:59+00,32340650,292203,7090,"FIRE WEATHER FORECAST ZONE 364
20' WS HEIGHT, TIPPING BUCKET AND VOICE SYNTH.",33.35017,-105.68606,NM,Lincoln,USFS,03,LINCOLN NF,,A,17.15 inches,4 mph,26 degrees ,55 deg. F,56 deg. F ,98 % ,NO DATA,25.4 (unk),335 degrees,7 mph,NO DATA,16938033
-95.48305,30.2362000000001,3232,CONROE,17049644,2022/08/31 13:02:59+00,8842246E,415109,123,,30.2362,-95.48305,TX,Montgomery,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,25.5 inches,1 mph,81 degrees ,75 deg. F,75 deg. F ,96 % ,12.9 volts,25.6 (unk),32 degrees,4 mph,21 w/m2,17049644
-117.39514,42.6261400000001,3233,GRASSY MOUNTAIN,16861238,2022/07/07 14:24:00+00,3250D730,353612,4560,"STATION IS LOCATED APPROX. MIDSLOPE BETWEEN VALLEY AND KNOLL
ABOUT 1 MILE TO THE NORTHEAST.  KNOLL IS HIGHEST POINT FOR
ABOUT 10 MILES.  EARTHEN CATTLE TANK 1/4 MILE SSW OF SITE.",42.62614,-117.39514,OR,Malheur,BLM,R9 Columbia Pac NW,VALE,WASHINGTON D.C.,A,27.68 inches,7 mph,21 degrees ,69 deg. F,NO DATA,33 % ,13.1 volts,NO DATA,27 degrees,11 mph,234 w/m2,16861238
